Sector_ID,Latitude,Longitude,Azimuth,TA,Target,Popu_Type,Datetime,Province,Vendor,Total_Payload_GB,Total_DL_Payload(GB),UserThroughput,DL_Spectral_efficiency,Average_Reported_CQI,DL_PRB_UTILIZATION,Sector_Bandwidth(MHz),cell_availability_include_manual_blocking,ConnectedUser,PPM,UPM,Day,Hour,Label,OS
TH0793C,35.7193,51.4507,325,0.8472135922330097,1,Residential,2022-12-12 23:00:00,TH,Ericsson,26.518,23.594,10.527,3.181,8.863,48.856,75.0,100.0,232.994,0.3145866666666667,3.106586666666667,Monday,23.0,City Capacity,0.0
TH0803B,35.73216,51.47362,185,0.467722371967655,1,Residential,2022-12-14 23:00:00,TH,Ericsson,11.913,11.203,12.723,0.957,7.848,38.547,75.0,100.0,84.21525,0.14937333333333333,1.12287,Wednesday,23.0,City Capacity,0.0
TH0808A,35.72755,51.4715,40,0.275,1,Residential,2022-12-14 23:00:00,TH,Ericsson,23.007,21.309,14.29,1.464,8.682,47.913,75.0,100.0,157.12375,0.28412000000000004,2.0949833333333334,Wednesday,23.0,City Capacity,0.0
TH0808C,35.72755,51.4715,280,0.7586668469442942,1,Residential,2022-12-12 23:00:00,TH,Ericsson,19.343,17.691,17.117,2.855,8.965,40.802,75.0,100.0,155.533,0.23587999999999998,2.073773333333333,Monday,23.0,City Capacity,0.0
TH0823C,35.67358611,51.44578889,275,0.6982641770401107,1,Residential,2022-12-12 23:00:00,TH,Ericsson,14.979,13.606,11.68,2.389,8.354,37.513,75.0,100.0,135.4665,0.18141333333333334,1.80622,Monday,23.0,City Capacity,0.0
TH0823B,35.67358611,51.44578889,190,0.7104878048780487,1,Residential,2022-12-12 23:00:00,TH,Ericsson,8.944,8.008,17.127,2.396,8.341,22.017,75.0,100.0,78.278,0.10677333333333332,1.0437066666666668,Monday,23.0,City Capacity,0.0
TH0827A,35.69082,51.34244,100,0.7481601731601731,1,Residential,2022-12-12 23:00:00,TH,Ericsson,21.145,19.599,14.451,2.107,8.579,61.266,75.0,100.0,135.9695,0.26132,1.8129266666666668,Monday,23.0,City Capacity,0.0
TH0827B,35.69082,51.34244,180,1.438160100586756,1,Residential,2022-12-14 23:00:00,TH,Ericsson,19.615,18.123,17.211,1.635,8.939,36.504,75.0,100.0,134.3265,0.24164000000000002,1.79102,Wednesday,23.0,City Capacity,0.0
TH0830A,35.68828,51.34544,60,0.632958050586058,1,Residential,2022-12-12 23:00:00,TH,Ericsson,41.254,37.228,9.299,3.709,9.055,66.1,75.0,100.0,314.6025,0.49637333333333333,4.1947,Monday,23.0,City Capacity,0.0
TH0830C,35.68828,51.34544,355,0.6463650627615063,1,Residential,2022-12-12 23:00:00,TH,Ericsson,27.565,24.256,6.793,2.384,8.333,67.029,75.0,100.0,310.0335,0.32341333333333333,4.13378,Monday,23.0,City Capacity,0.0
TH0830B,35.68828,51.34544,230,0.8075189189189189,1,Residential,2022-12-12 23:00:00,TH,Ericsson,26.131,24.043,9.62,3.351,8.63,47.253,75.0,100.0,211.025,0.3205733333333333,2.8136666666666668,Monday,23.0,City Capacity,0.0
TH0831A,35.68854,51.44212,105,0.6624915483434753,1,Residential,2022-12-12 23:00:00,TH,Ericsson,28.84,26.037,10.456,2.987,8.873,57.414,75.0,100.0,226.6165,0.34715999999999997,3.0215533333333333,Monday,23.0,City Capacity,0.0
TH0831C,35.68854,51.44212,300,0.7212462985542588,1,Residential,2022-12-12 23:00:00,TH,Ericsson,33.477,30.784,7.043,2.78,8.781,72.93,75.0,100.0,272.0555,0.41045333333333334,3.6274066666666664,Monday,23.0,City Capacity,0.0
TH0834C,35.67979,51.43378,290,0.469796676869261,1,Residential,2022-12-12 23:00:00,TH,Ericsson,17.805,15.759,13.889,2.803,8.856,37.025,75.0,100.0,141.4695,0.21012,1.88626,Monday,23.0,City Capacity,0.0
TH0835A,35.69545,51.45067,55,0.532125,1,Residential,2022-12-12 23:00:00,TH,Ericsson,27.297,24.11,8.081,2.828,8.709,56.151,75.0,100.0,236.825,0.3214666666666667,3.1576666666666666,Monday,23.0,City Capacity,0.0
TH0835C,35.69545,51.45067,350,0.8308047493403694,1,Residential,2022-12-12 23:00:00,TH,Ericsson,20.084,18.303,11.97,2.823,8.729,42.697,75.0,100.0,170.842,0.24404,2.2778933333333335,Monday,23.0,City Capacity,0.0
TH0836B,35.6857,51.4274,165,0.5919791108730584,1,Residential,2022-12-12 23:00:00,TH,Ericsson,14.515,13.538,23.383,4.934,9.855,18.069,75.0,100.0,67.889,0.18050666666666668,0.9051866666666666,Monday,23.0,City Capacity,0.8265357369853503
TH0836C,35.6857,51.4274,275,0.6194305961113882,1,Residential,2022-12-12 23:00:00,TH,Ericsson,6.244,5.518,27.99,3.181,9.999,11.425,75.0,100.0,63.6415,0.07357333333333332,0.8485533333333334,Monday,23.0,City Capacity,0.46954369223229037
TH0838B,35.69987,51.44858,180,1.095634920634921,1,Residential,2022-12-14 23:00:00,TH,Ericsson,26.786,24.794,9.676,1.297,8.997,62.96,75.0,100.0,187.2085,0.3305866666666667,2.496113333333333,Wednesday,23.0,City Capacity,0.0
TH0840A,35.68485,51.48403,5,0.5485372340425532,1,Residential,2022-12-12 23:00:00,TH,Ericsson,38.296,33.888,3.694,2.883,8.317,77.428,75.0,100.0,356.3225,0.45183999999999996,4.750966666666667,Monday,23.0,City Capacity,0.0
TH0842A,35.67706,51.45384,50,0.6974784747847479,1,Residential,2022-12-12 23:00:00,TH,Ericsson,23.164,21.117,7.613,2.304,7.98,60.383,75.0,100.0,206.9305,0.28156000000000003,2.7590733333333333,Monday,23.0,City Capacity,0.0
TH0846C,35.684728,51.457246,295,0.7369823080016084,1,Residential,2022-12-12 23:00:00,TH,Ericsson,35.585,30.198,9.192,3.237,8.858,61.45,75.0,100.0,243.7,0.40264,3.249333333333333,Monday,23.0,City Capacity,0.0
TH0846A,35.684728,51.457246,75,0.7374567474048442,1,Residential,2022-12-14 23:00:00,TH,Ericsson,28.76,26.624,7.104,1.274,8.046,68.797,75.0,100.0,175.436,0.3549866666666667,2.3391466666666667,Wednesday,23.0,City Capacity,0.0
TH0846B,35.684728,51.457246,190,0.797495123248803,1,Residential,2022-12-14 23:00:00,TH,Ericsson,35.628,32.928,7.491,1.591,8.786,68.16,75.0,100.0,296.789,0.43904,3.9571866666666664,Wednesday,23.0,City Capacity,0.0
TH0850C,35.680902,51.444704,350,0.762724658519051,1,Residential,2022-12-13 23:00:00,TH,Ericsson,25.386,23.586,7.962,1.439,8.421,53.957,75.0,100.0,206.8765,0.31448,2.7583533333333334,Tuesday,23.0,City Capacity,0.0
TH0850A,35.680902,51.444704,100,0.7863707919593123,1,Residential,2022-12-12 23:00:00,TH,Ericsson,25.738,23.173,3.787,2.095,7.956,72.859,75.0,100.0,293.336,0.3089733333333333,3.9111466666666668,Monday,23.0,City Capacity,0.0
TH0850B,35.680902,51.444704,230,0.8034788805389997,1,Residential,2022-12-12 23:00:00,TH,Ericsson,32.276,29.144,6.715,2.753,8.287,69.731,75.0,100.0,294.539,0.38858666666666664,3.9271866666666666,Monday,23.0,City Capacity,0.0
TH0851B,35.70735,51.49503,190,0.7589080459770116,1,Residential,2022-12-12 23:00:00,TH,Ericsson,25.474,23.136,14.203,3.042,8.89,50.088,75.0,100.0,217.586,0.30848,2.901146666666667,Monday,23.0,City Capacity,0.0
TH0851C,35.70735,51.49503,290,0.795240032546786,1,Residential,2022-12-12 23:00:00,TH,Ericsson,37.592,33.668,8.193,2.664,8.44,83.256,75.0,100.0,320.558,0.4489066666666667,4.2741066666666665,Monday,23.0,City Capacity,0.0
TH0851A,35.70735,51.49503,90,0.8039719626168225,1,Residential,2022-12-14 23:00:00,TH,Ericsson,20.213,18.35,12.638,1.531,8.636,39.463,75.0,100.0,162.00025,0.2446666666666667,2.160003333333333,Wednesday,23.0,City Capacity,0.0
TH0852C,35.67231,51.48753,295,0.6732806224899598,1,Residential,2022-12-12 23:00:00,TH,Ericsson,13.91,12.264,10.17,2.104,7.558,38.393,75.0,100.0,134.826,0.16352,1.79768,Monday,23.0,City Capacity,0.0
TH0852B,35.67231,51.48753,205,0.9311752988047808,1,Residential,2022-12-12 23:00:00,TH,Ericsson,19.944,18.184,11.983,2.069,7.851,57.884,75.0,100.0,144.517,0.24245333333333335,1.9268933333333333,Monday,23.0,City Capacity,0.0
TH0860A,35.65605,51.48719,65,0.673532460447354,1,Residential,2022-12-12 23:00:00,TH,Ericsson,24.391,21.645,5.166,2.273,8.064,62.726,75.0,100.0,256.0805,0.28859999999999997,3.4144066666666664,Monday,23.0,City Capacity,0.0
TH0860B,35.65605,51.48719,185,1.282189757058438,1,Residential,2022-12-13 23:00:00,TH,Ericsson,23.496,21.129,7.0,1.321,7.899,52.666,75.0,100.0,259.546,0.28172,3.4606133333333333,Tuesday,23.0,City Capacity,0.3097142825995183
TH0860C,35.65605,51.48719,285,1.499252061248528,1,Residential,2022-12-12 23:00:00,TH,Ericsson,28.073,25.333,2.905,2.113,7.1,78.984,75.0,100.0,296.8,0.3377733333333333,3.9573333333333336,Monday,23.0,City Capacity,0.0
TH0861A,35.65718,51.46847,60,0.8807403008709421,1,Residential,2022-12-13 23:00:00,TH,Ericsson,33.714,30.833,8.251,1.401,8.815,72.503,75.0,100.0,294.043,0.4111066666666666,3.9205733333333335,Tuesday,23.0,City Capacity,0.0
TH0862B,35.64552,51.45902,215,0.7976987951807228,1,Residential,2022-12-13 23:00:00,TH,Ericsson,29.26,27.035,4.889,1.319,8.053,67.513,75.0,100.0,240.9735,0.36046666666666666,3.21298,Tuesday,23.0,City Capacity,0.0
TH0862C,35.64552,51.45902,310,0.858378287255563,1,Residential,2022-12-12 23:00:00,TH,Ericsson,38.681,34.602,3.178,3.081,8.655,74.019,75.0,100.0,401.775,0.46135999999999994,5.356999999999999,Monday,23.0,City Capacity,0.0
TH0866D,35.65501,51.477,330,0.8462032710280374,1,Residential,2022-12-14 23:00:00,TH,Ericsson,40.269,36.243,3.1,1.306,7.99,91.422,75.0,100.0,390.63075,0.48324,5.20841,Wednesday,23.0,City Capacity,0.0
TH0866B,35.65501,51.477,145,0.9292774566473988,1,Residential,2022-12-12 23:00:00,TH,Ericsson,9.865,8.847,5.842,0.782,6.954,37.28,75.0,100.0,113.04425,0.11796,1.5072566666666667,Monday,23.0,City Capacity,0.0
TH0866C,35.65501,51.477,220,0.9446496909037386,1,Residential,2022-12-14 23:00:00,TH,Ericsson,30.864,27.608,3.23,1.029,7.424,88.394,75.0,100.0,283.5015,0.3681066666666667,3.7800200000000004,Wednesday,23.0,City Capacity,0.0
TH0868A,35.6466418,51.48203611,60,0.8002915766738661,1,Residential,2022-12-12 23:00:00,TH,Ericsson,14.182,12.88,12.966,2.579,8.09,32.89,75.0,100.0,117.6085,0.17173333333333335,1.5681133333333335,Monday,23.0,City Capacity,0.0
TH0868C,35.6466418,51.48203611,275,0.8575774123088784,1,Residential,2022-12-12 23:00:00,TH,Ericsson,31.95,28.997,4.86,2.385,7.499,80.084,75.0,100.0,265.8415,0.3866266666666667,3.5445533333333334,Monday,23.0,City Capacity,0.0
TH0869C,35.63783,51.4869,315,0.7059992132179387,1,Residential,2022-12-12 23:00:00,TH,Ericsson,16.048,14.711,14.437,2.115,8.282,45.802,75.0,100.0,135.8915,0.19614666666666666,1.8118866666666669,Monday,23.0,City Capacity,0.0
TH0870B,35.65323,51.49775,215,0.7760838380618424,1,Residential,2022-12-12 23:00:00,TH,Ericsson,38.293,34.797,4.369,2.699,8.553,84.901,75.0,100.0,374.5025,0.46396,4.993366666666667,Monday,23.0,City Capacity,0.0
TH0872B,35.74597,51.57705,240,0.7513230000000001,1,Residential,2022-12-14 23:00:00,TH,Huawei,40.926,37.388,10.62,1.6,9.522,76.939,75.0,100.0,248.79,0.49850666666666665,3.3171999999999997,Wednesday,23.0,City Capacity,0.0
TH0873B,35.64159,51.49042,150,0.6629233621755253,1,Residential,2022-12-12 23:00:00,TH,Ericsson,28.368,25.698,7.333,2.359,8.288,71.744,75.0,100.0,308.847,0.34264,4.11796,Monday,23.0,City Capacity,0.0
TH0873A,35.64159,51.49042,40,0.7497931873479319,1,Residential,2022-12-14 23:00:00,TH,Ericsson,19.116,17.718,4.942,0.948,7.426,61.521,75.0,100.0,152.66225,0.23624,2.0354966666666665,Wednesday,23.0,City Capacity,0.0
TH0873C,35.64159,51.49042,280,0.823325612177366,1,Residential,2022-12-12 23:00:00,TH,Ericsson,16.365,14.857,9.316,2.191,7.563,44.664,75.0,100.0,137.7085,0.19809333333333332,1.8361133333333333,Monday,23.0,City Capacity,0.0
TH0875B,35.77701,51.3436,270,0.7012341428571428,1,Residential,2022-12-14 23:00:00,TH,Huawei,16.78,15.788,23.48,1.418,8.995,36.665,75.0,100.0,95.606,0.21050666666666668,1.2747466666666667,Wednesday,23.0,City Capacity,0.0
TH0876A,35.76983,51.34675,85,0.6154957142857144,1,Residential,2022-12-10 23:00:00,TH,Huawei,30.127,27.486,8.488,1.267,8.468,71.443,75.0,100.0,225.596,0.36648000000000003,3.0079466666666668,Saturday,23.0,City Capacity,0.0
TH0878C,35.63986,51.44169,300,0.7752035786992393,1,Residential,2022-12-12 23:00:00,TH,Ericsson,18.911,17.533,11.644,2.375,8.26,48.611,75.0,100.0,149.975,0.23377333333333336,1.9996666666666665,Monday,23.0,City Capacity,0.0
TH0878A,35.63986,51.44169,60,0.9342092651757189,1,Residential,2022-12-12 23:00:00,TH,Ericsson,32.625,29.587,6.233,2.505,8.383,77.798,75.0,100.0,290.283,0.3944933333333333,3.8704400000000003,Monday,23.0,City Capacity,0.0
TH0880C,35.75807,51.35579,300,0.4452175714285714,1,Residential,2022-12-14 23:00:00,TH,Huawei,28.662,26.801,22.496,1.883,9.653,46.866,75.0,100.0,169.706,0.35734666666666665,2.2627466666666667,Wednesday,23.0,City Capacity,0.0
TH0886C,35.66003,51.39794,310,0.8093813387423935,1,Residential,2022-12-12 23:00:00,TH,Ericsson,16.399,14.893,13.379,2.815,9.05,34.838,75.0,100.0,153.803,0.19857333333333335,2.0507066666666667,Monday,23.0,City Capacity,0.0
TH0896C,35.74916,51.27579,340,0.9923913043478261,1,Residential,2022-12-13 23:00:00,TH,Ericsson,14.462,13.761,12.2,1.255,7.847,36.103,75.0,100.0,72.11525,0.18347999999999998,0.9615366666666667,Tuesday,23.0,City Capacity,0.0
TH0896A,35.74916,51.27579,85,0.9989024390243902,1,Residential,2022-12-14 23:00:00,TH,Ericsson,34.484,31.753,5.623,1.254,7.808,83.366,75.0,100.0,247.5,0.4233733333333333,3.3,Wednesday,23.0,City Capacity,0.0
TH0902A,35.7188,51.51091,5,0.8279051987767584,1,Residential,2022-12-12 23:00:00,TH,Ericsson,22.772,19.125,0.909,2.793,8.758,45.098,75.0,100.0,335.2135,0.255,4.4695133333333334,Monday,23.0,City Capacity,0.6925499590313395
TH0902C,35.7188,51.51091,255,0.9568877551020408,1,Residential,2022-12-12 23:00:00,TH,Ericsson,34.398,30.072,3.278,2.81,8.788,70.488,75.0,100.0,302.361,0.40096,4.03148,Monday,23.0,City Capacity,0.0
TH0903A,35.71399,51.50575,15,0.7598527699218101,1,Residential,2022-12-14 23:00:00,TH,Ericsson,33.341,29.825,7.1,1.505,8.454,65.247,75.0,100.0,297.6055,0.39766666666666667,3.9680733333333333,Wednesday,23.0,City Capacity,0.0
TH0913A,35.4787,51.07717,45,0.8064624853458382,1,Residential,2022-12-12 23:00:00,TH,Ericsson,18.978,17.403,13.167,2.332,8.21,49.14,75.0,100.0,153.267,0.23204,2.04356,Monday,23.0,City Capacity,0.0
TH0926A,35.76154,51.46922,65,0.3835538571428571,1,Residential,2022-12-14 23:00:00,TH,Huawei,25.096,23.223,17.656,1.456,8.905,52.515,75.0,100.0,156.687,0.30963999999999997,2.08916,Wednesday,23.0,City Capacity,0.0
TH0926B,35.76154,51.46922,120,0.4452098571428572,1,Residential,2022-12-14 23:00:00,TH,Huawei,23.183,21.56,17.403,1.404,8.808,50.565,75.0,100.0,130.974,0.28746666666666665,1.7463199999999999,Wednesday,23.0,City Capacity,0.0
TH0930B,35.644,51.42182,190,0.7861355122077252,1,Residential,2022-12-12 23:00:00,TH,Ericsson,32.719,29.42,4.766,2.491,8.381,77.799,75.0,100.0,300.414,0.3922666666666667,4.00552,Monday,23.0,City Capacity,0.0
TH0931B,35.63848,51.41805,230,0.8431032441392375,1,Residential,2022-12-12 23:00:00,TH,Ericsson,17.403,16.008,16.92,3.115,8.629,33.848,75.0,100.0,131.764,0.21344,1.7568533333333334,Monday,23.0,City Capacity,0.0
TH0931A,35.63848,51.41805,10,0.8532255726297477,1,Residential,2022-12-12 23:00:00,TH,Ericsson,29.949,27.524,13.256,2.686,8.726,67.495,75.0,100.0,204.9585,0.3669866666666667,2.73278,Monday,23.0,City Capacity,0.0
TH0933C,35.63015,51.41806,320,0.8451021012133767,1,Residential,2022-12-12 23:00:00,TH,Ericsson,40.274,36.619,6.416,3.107,8.769,77.633,75.0,100.0,293.2385,0.4882533333333333,3.9098466666666667,Monday,23.0,City Capacity,0.0
TH0942C,35.75082,51.26138,355,2.475,1,Residential,2022-12-14 23:00:00,TH,Ericsson,9.866,8.823,21.464,1.548,8.71,18.774,75.0,100.0,64.72925,0.11764000000000001,0.8630566666666666,Wednesday,23.0,City Capacity,0.0
TH0943A,35.76392,51.3478,30,0.5510695714285714,1,Residential,2022-12-14 23:00:00,TH,Huawei,53.118,48.478,11.323,1.918,9.389,83.218,75.0,100.0,299.637,0.6463733333333334,3.99516,Wednesday,23.0,City Capacity,0.3070285137738511
TH0945A,35.80782,51.48227,25,0.4287027142857143,1,Residential,2022-12-13 23:00:00,TH,Huawei,15.238,13.629,28.972,1.878,10.388,23.888,75.0,100.0,99.141,0.18172,1.3218800000000002,Tuesday,23.0,City Capacity,0.0
TH0945C,35.80782,51.48227,280,0.448771,1,Residential,2022-12-10 23:00:00,TH,Huawei,22.758,21.224,24.436,1.645,9.309,42.473,75.0,100.0,104.606,0.28298666666666666,1.3947466666666666,Saturday,23.0,City Capacity,0.0
TH0948A,35.534374,51.218392,40,0.7783379694019471,1,Residential,2022-12-12 23:00:00,TH,Ericsson,19.816,18.065,8.679,2.752,8.502,43.234,75.0,100.0,142.425,0.24086666666666667,1.8990000000000002,Monday,23.0,City Capacity,0.0
TH0948B,35.534374,51.218392,135,0.8207043994068216,1,Residential,2022-12-12 23:00:00,TH,Ericsson,36.953,32.798,5.649,2.93,8.662,73.72,75.0,100.0,320.6225,0.4373066666666667,4.274966666666667,Monday,23.0,City Capacity,0.0
TH0949C,35.64332,51.30775,345,0.6342907507258398,1,Residential,2022-12-12 23:00:00,TH,Ericsson,33.936,30.292,3.039,2.691,8.443,74.152,75.0,100.0,364.1945,0.4038933333333334,4.855926666666667,Monday,23.0,City Capacity,0.0
TH0949B,35.64332,51.30775,150,0.7728921677390725,1,Residential,2022-12-12 23:00:00,TH,Ericsson,34.332,30.638,3.096,2.612,8.323,77.252,75.0,100.0,314.822,0.4085066666666667,4.197626666666666,Monday,23.0,City Capacity,0.0
TH0950A,35.82303,51.42518,35,0.5506938571428571,1,Residential,2022-12-13 23:00:00,TH,Huawei,43.526,40.079,18.725,2.161,10.638,61.069,75.0,100.0,281.904,0.5343866666666667,3.75872,Tuesday,23.0,City Capacity,0.0
TH0954B,35.80441,51.46816,90,0.4996505714285714,1,Residential,2022-12-14 23:00:00,TH,Huawei,18.513,17.149,17.173,1.314,8.9,42.977,75.0,100.0,115.155,0.22865333333333335,1.5354,Wednesday,23.0,City Capacity,0.0
TH0956A,35.73234,51.18681,30,0.8206279809220985,1,Residential,2022-12-13 23:00:00,TH,Ericsson,25.413,23.592,8.209,1.443,8.456,53.835,75.0,100.0,185.59875,0.31456,2.47465,Tuesday,23.0,City Capacity,0.0
TH0957C,35.67036,51.30348,280,0.8806771545827634,1,Residential,2022-12-12 23:00:00,TH,Ericsson,41.993,39.12,6.994,3.291,8.726,78.302,75.0,100.0,350.7305,0.5216,4.676406666666667,Monday,23.0,City Capacity,0.0
TH0960D,35.6356,51.34646,325,0.9636661526599846,1,Residential,2022-12-13 23:00:00,TH,Ericsson,17.745,16.614,12.659,1.115,7.87,49.077,75.0,100.0,83.59575,0.22152000000000002,1.1146099999999999,Tuesday,23.0,City Capacity,0.0
TH0963C,35.5491,51.24115,255,0.6255220154334997,1,Residential,2022-12-12 23:00:00,TH,Ericsson,13.717,12.598,14.464,2.446,8.168,33.925,75.0,100.0,117.347,0.16797333333333334,1.5646266666666666,Monday,23.0,City Capacity,0.0
TH0963B,35.5491,51.24115,120,0.7365849056603774,1,Residential,2022-12-12 23:00:00,TH,Ericsson,19.244,16.932,10.668,2.168,7.982,51.431,75.0,100.0,137.614,0.22576,1.8348533333333334,Monday,23.0,City Capacity,0.0
TH0965C,35.6956,51.24238,335,0.9219812554489973,1,Residential,2022-12-12 23:00:00,TH,Ericsson,16.751,15.451,16.285,3.255,9.028,31.268,75.0,100.0,138.125,0.20601333333333335,1.8416666666666666,Monday,23.0,City Capacity,0.0
TH0969C,35.50761,51.18988,290,0.877801606132506,1,Residential,2022-12-12 23:00:00,TH,Ericsson,15.88,14.339,5.445,2.142,8.777,44.079,75.0,100.0,145.667,0.19118666666666667,1.9422266666666668,Monday,23.0,City Capacity,0.0
TH0970B,35.66217,51.30852,200,0.8036313465783664,1,Residential,2022-12-14 23:00:00,TH,Ericsson,21.865,20.372,11.183,1.314,8.0,51.037,75.0,100.0,158.0195,0.2716266666666667,2.1069266666666664,Wednesday,23.0,City Capacity,0.0
TH0970C,35.66217,51.30852,320,0.8805509656098317,1,Residential,2022-12-12 23:00:00,TH,Ericsson,16.945,15.383,9.995,2.353,8.294,43.057,75.0,100.0,145.9,0.20510666666666666,1.9453333333333334,Monday,23.0,City Capacity,0.0
TH0974A,35.66688,51.34544,105,0.7477803379416283,1,Residential,2022-12-12 23:00:00,TH,Ericsson,20.189,19.176,25.528,3.59,9.644,35.17,75.0,100.0,108.653,0.25567999999999996,1.4487066666666668,Monday,23.0,City Capacity,0.0
TH0976A,35.69195,51.47368,60,0.801628895184136,1,Residential,2022-12-12 23:00:00,TH,Ericsson,22.36,19.981,13.038,2.54,8.484,51.817,75.0,100.0,214.8725,0.26641333333333334,2.8649666666666667,Monday,23.0,City Capacity,0.0
TH0980B,35.68093,51.45447,195,0.7493463433118606,1,Residential,2022-12-14 23:00:00,TH,Ericsson,23.835,21.699,14.846,1.484,9.119,48.15,75.0,100.0,216.6945,0.28932,2.88926,Wednesday,23.0,City Capacity,0.0
TH0984B,35.66646,51.38655,110,0.8385206321334504,1,Residential,2022-12-10 23:00:00,TH,Ericsson,32.293,29.318,4.499,1.147,7.778,84.18,75.0,100.0,255.414,0.3909066666666667,3.4055199999999997,Saturday,23.0,City Capacity,0.0
TH0985C,35.70935,51.32023,310,0.8421634839310665,1,Residential,2022-12-13 23:00:00,TH,Ericsson,31.598,29.152,8.677,1.253,7.844,76.634,75.0,100.0,228.59425,0.38869333333333334,3.0479233333333333,Tuesday,23.0,City Capacity,0.0
TH0993B,35.72168,51.46965,205,0.7709515570934256,1,Residential,2022-12-12 23:00:00,TH,Ericsson,25.413,22.777,13.361,2.819,9.023,53.229,75.0,100.0,234.55,0.30369333333333337,3.1273333333333335,Monday,23.0,City Capacity,0.0
TH0993A,35.72168,51.46965,35,0.8111003861003862,1,Residential,2022-12-12 23:00:00,TH,Ericsson,11.778,10.487,19.748,3.256,8.788,21.211,75.0,100.0,96.753,0.13982666666666665,1.29004,Monday,23.0,City Capacity,0.0
TH0998A,35.71118333,51.46495833,60,0.6928883563574852,1,Residential,2022-12-14 23:00:00,TH,Ericsson,25.231,23.588,13.46,1.534,9.026,50.636,75.0,100.0,153.48625,0.31450666666666666,2.0464833333333337,Wednesday,23.0,City Capacity,0.0
TH0998B,35.71118333,51.46495833,210,0.7046326916263139,1,Residential,2022-12-12 23:00:00,TH,Ericsson,29.813,27.586,11.208,2.988,8.887,60.804,75.0,100.0,227.447,0.3678133333333333,3.032626666666667,Monday,23.0,City Capacity,0.0
TH1009A,35.6339,51.38878,105,1.107971014492753,1,Residential,2022-12-10 23:00:00,TH,Ericsson,49.542,45.644,10.766,1.724,9.522,61.1,75.0,100.0,353.23475,0.6085866666666666,4.709796666666667,Saturday,23.0,City Capacity,0.0
TH1012A,35.62058,51.48364,85,0.814486387333462,1,Residential,2022-12-10 23:00:00,TH,Ericsson,40.376,37.165,6.821,1.488,8.811,82.263,75.0,100.0,329.82075,0.4955333333333333,4.397609999999999,Saturday,23.0,City Capacity,0.0
TH1015A,35.71257,51.49712,75,0.6734922575387123,1,Residential,2022-12-12 23:00:00,TH,Ericsson,17.932,15.975,10.789,3.207,9.006,32.811,75.0,100.0,152.2415,0.213,2.0298866666666666,Monday,23.0,City Capacity,0.0
TH1015C,35.71257,51.49712,210,0.8141563502980285,1,Residential,2022-12-13 23:00:00,TH,Ericsson,35.255,32.11,6.2,1.474,8.535,71.724,75.0,100.0,320.828,0.4281333333333333,4.277706666666666,Tuesday,23.0,City Capacity,0.0
TH1016A,35.7944,51.3431,130,0.5082158571428571,1,Residential,2022-12-14 23:00:00,TH,Huawei,20.337,19.485,20.994,1.612,9.895,39.792,75.0,100.0,86.891,0.2598,1.1585466666666668,Wednesday,23.0,City Capacity,0.0
TH1017B,35.61595,51.4345,190,0.830392156862745,1,Residential,2022-12-14 23:00:00,TH,Ericsson,19.087,17.406,8.89,1.13,7.536,50.721,75.0,100.0,153.89875,0.23207999999999998,2.0519833333333333,Wednesday,23.0,City Capacity,0.0
TH1018C,35.68865,51.48643,340,0.5312670299727521,1,Residential,2022-12-12 23:00:00,TH,Ericsson,18.377,17.237,23.098,3.846,9.062,29.517,75.0,100.0,113.8555,0.22982666666666665,1.5180733333333334,Monday,23.0,City Capacity,0.0
TH1018B,35.68865,51.48643,250,0.7175006930967563,1,Residential,2022-12-12 23:00:00,TH,Ericsson,27.086,24.128,10.233,2.67,8.393,59.528,75.0,100.0,256.9195,0.32170666666666664,3.4255933333333335,Monday,23.0,City Capacity,0.0
TH1018A,35.68865,51.48643,95,1.351418152350081,1,Residential,2022-12-12 23:00:00,TH,Ericsson,27.1,24.29,8.399,2.478,8.707,64.564,75.0,100.0,268.578,0.32386666666666664,3.58104,Monday,23.0,City Capacity,0.0
TH1019A,35.72588,51.47972,5,0.836605124340618,1,Residential,2022-12-12 23:00:00,TH,Ericsson,22.623,20.658,10.393,2.424,8.096,56.137,75.0,100.0,190.947,0.27544,2.54596,Monday,23.0,City Capacity,0.0
TH1022C,35.6935,51.39131,330,0.6951639344262295,1,Residential,2022-12-12 23:00:00,TH,Ericsson,12.791,11.71,18.159,2.64,8.323,29.216,75.0,100.0,112.1055,0.15613333333333335,1.4947400000000002,Monday,23.0,City Capacity,0.0
TH1026A,35.6782,51.40584,65,0.7948852459016393,1,Residential,2022-12-13 23:00:00,TH,Ericsson,22.469,20.972,16.451,1.459,8.81,47.333,75.0,100.0,107.2945,0.2796266666666667,1.4305933333333334,Tuesday,23.0,City Capacity,0.0
TH1026C,35.6782,51.40584,315,0.8095629510825982,1,Residential,2022-12-12 23:00:00,TH,Ericsson,27.393,24.846,17.034,3.599,9.591,45.466,75.0,100.0,226.4915,0.33128,3.019886666666667,Monday,23.0,City Capacity,0.0
TH1029A,35.64676,51.49156,30,0.8479926076981901,1,Residential,2022-12-14 23:00:00,TH,Ericsson,29.352,25.669,2.116,1.167,7.772,72.461,75.0,100.0,347.90125,0.34225333333333335,4.638683333333334,Wednesday,23.0,City Capacity,0.44405697694799984
